Average_Reward,SEM_Reward,Optimal_Action_Percentage
1.209323602225738536e+00,8.893138217247073540e-02,6.550000000000000000e+01
1.144258468911576010e+00,8.723660804795498047e-02,6.350000000000000000e+01
1.168797092643706570e+00,8.557756227469048849e-02,6.000000000000000000e+01
1.220717759226407573e+00,8.814900695176423884e-02,6.100000000000000000e+01
1.168047409731612696e+00,8.990478904737068955e-02,6.250000000000000000e+01
1.314462486464944124e+00,8.780633557241385168e-02,6.300000000000000000e+01
1.161918531181945546e+00,9.891630952778063257e-02,6.300000000000000000e+01
1.371507458801150880e+00,8.236947453021092880e-02,6.750000000000000000e+01
1.186654432808730952e+00,9.007496761134270447e-02,6.400000000000000000e+01
1.105656259047962831e+00,9.312800440814739122e-02,6.150000000000000000e+01
1.415057511250942035e+00,8.287460733346491137e-02,5.850000000000000000e+01
1.068030888696978931e+00,9.772037199800265306e-02,6.050000000000000000e+01
1.123885136863609358e+00,8.930431670759786389e-02,5.950000000000000000e+01
1.316009230137608510e+00,8.434595738246758456e-02,6.250000000000000000e+01
1.208994691001193500e+00,8.743133422660773202e-02,6.200000000000000000e+01
1.304485322014104387e+00,8.807602645641317285e-02,6.250000000000000000e+01
1.261387774879918267e+00,8.988931609666558908e-02,6.250000000000000000e+01
1.323942055913450488e+00,8.084692340300285440e-02,6.700000000000000000e+01
1.215733589687674421e+00,9.443058154542946503e-02,6.700000000000000000e+01
1.440682144250063690e+00,9.764757355856958088e-02,6.450000000000000000e+01
1.399833373475293463e+00,8.349701071089157822e-02,6.650000000000000000e+01
1.306396962215031543e+00,8.549043145553200662e-02,7.000000000000000000e+01
1.380627998173236559e+00,8.598116886323470265e-02,6.450000000000000000e+01
1.236605717772678581e+00,9.583797924987245975e-02,6.750000000000000000e+01
1.268668253474876995e+00,8.604624759462232986e-02,6.000000000000000000e+01
1.228615084317670414e+00,8.702987093086372861e-02,6.200000000000000000e+01
1.219106213905340352e+00,7.656590761642889653e-02,6.500000000000000000e+01
1.242649244122253860e+00,8.720429110006021334e-02,6.750000000000000000e+01
1.303373385609126744e+00,8.585382022448558026e-02,6.750000000000000000e+01
1.053866151698103826e+00,1.022817303162408681e-01,6.550000000000000000e+01
1.266005252605061138e+00,8.479164621693134618e-02,6.700000000000000000e+01
1.333915831523870610e+00,8.330508526536671565e-02,7.100000000000000000e+01
1.353660776553601952e+00,9.106802433602884106e-02,7.250000000000000000e+01
1.173167805314339507e+00,8.475515601285948941e-02,7.000000000000000000e+01
1.353807590786585191e+00,8.184540118565021560e-02,6.950000000000000000e+01
1.334936094016853980e+00,8.786691592876895440e-02,7.100000000000000000e+01
1.365917943573578874e+00,8.278395104750226052e-02,6.800000000000000000e+01
1.244603409844687203e+00,8.714419249064607464e-02,6.650000000000000000e+01
1.319342964384251582e+00,9.144138627789095974e-02,6.650000000000000000e+01
1.414712747515147528e+00,8.367125462021994531e-02,6.900000000000000000e+01
1.377476890878355897e+00,9.001862252605551118e-02,7.600000000000000000e+01
1.305126620118367997e+00,8.970638180832321562e-02,7.050000000000000000e+01
1.244453111533871059e+00,8.275918149514056854e-02,6.950000000000000000e+01
1.348301042472956457e+00,7.984992463888875014e-02,7.200000000000000000e+01
1.254008467210244504e+00,9.085847087074779005e-02,6.800000000000000000e+01
1.188479661067991966e+00,9.336985063199496060e-02,6.850000000000000000e+01
1.396303513052652656e+00,8.492552807131956150e-02,7.050000000000000000e+01
1.419028144510576794e+00,8.402789087670180235e-02,7.200000000000000000e+01
1.249010859294458209e+00,9.420598854682767087e-02,6.900000000000000000e+01
