Average_Reward,SEM_Reward,Optimal_Action_Percentage
1.381229402944902818e+00,8.941486786887586913e-02,7.650000000000000000e+01
1.271188426843353980e+00,8.745948756621221842e-02,7.550000000000000000e+01
1.339291110289107190e+00,1.000406681164761891e-01,7.600000000000000000e+01
1.371342403739741034e+00,8.655673904420842224e-02,7.450000000000000000e+01
1.168663379504691013e+00,9.113476652449657711e-02,7.300000000000000000e+01
1.235213877148783501e+00,8.838378950842272486e-02,7.450000000000000000e+01
1.286950801127217936e+00,8.369332863094269825e-02,7.550000000000000000e+01
1.383346224295593174e+00,8.614585121891611685e-02,7.550000000000000000e+01
1.305707007156635235e+00,8.182593770394501476e-02,7.550000000000000000e+01
1.265745039821704498e+00,9.004048310215223561e-02,7.500000000000000000e+01
1.220366275987969207e+00,8.718879036978957608e-02,7.350000000000000000e+01
1.360339126478685934e+00,9.108827930883951762e-02,7.100000000000000000e+01
1.456096643805113056e+00,9.092040980301216435e-02,7.600000000000000000e+01
1.255278180157582080e+00,8.803146623096749779e-02,7.650000000000000000e+01
1.273276542680009227e+00,9.896772544347345879e-02,7.450000000000000000e+01
1.267131975952856537e+00,9.279601393837216827e-02,7.450000000000000000e+01
1.312640007111900431e+00,9.104836549470654572e-02,7.350000000000000000e+01
1.355228880615260145e+00,8.608092453455612469e-02,7.150000000000000000e+01
1.280496173774362312e+00,7.935673704255065408e-02,7.300000000000000000e+01
1.074633441822908875e+00,8.994288078014546495e-02,7.450000000000000000e+01
1.309399573753401880e+00,8.527812485773798856e-02,7.450000000000000000e+01
1.219513661608514710e+00,8.580837235927928075e-02,7.250000000000000000e+01
1.397222346653164804e+00,9.042167527435311658e-02,7.700000000000000000e+01
1.376691531461905038e+00,9.129557978305929966e-02,7.650000000000000000e+01
1.325325416149801150e+00,8.483123520422380937e-02,7.650000000000000000e+01
1.269226457173054712e+00,1.002776239584121237e-01,7.200000000000000000e+01
1.318700123241634214e+00,8.435563687188486759e-02,7.550000000000000000e+01
1.251253422571568352e+00,9.455166644769857909e-02,6.950000000000000000e+01
1.362946379659361718e+00,8.655454784862423590e-02,7.300000000000000000e+01
1.309048436919260316e+00,9.562974734094199791e-02,7.400000000000000000e+01
1.347968289250784935e+00,8.227046187410241851e-02,7.750000000000000000e+01
1.280312762749674427e+00,8.503757984729901076e-02,7.500000000000000000e+01
1.276355493397919760e+00,9.033433119496926678e-02,7.500000000000000000e+01
1.183197901609833291e+00,8.822973520209095866e-02,7.050000000000000000e+01
1.315085598750385998e+00,8.866497604833728508e-02,7.150000000000000000e+01
1.375689977195909908e+00,8.982914383591271423e-02,7.250000000000000000e+01
1.179455106247956131e+00,8.871937079521781400e-02,7.250000000000000000e+01
1.144232138454453374e+00,9.357916641253315182e-02,7.150000000000000000e+01
1.321182591651258731e+00,7.891555965973078013e-02,7.400000000000000000e+01
1.400750571819423307e+00,8.624728584806687359e-02,7.750000000000000000e+01
1.149821933268234009e+00,8.448424353819236621e-02,7.500000000000000000e+01
1.177819977783242322e+00,9.743994491928234525e-02,7.500000000000000000e+01
1.234817623153261712e+00,9.694427768266664081e-02,7.350000000000000000e+01
1.281026852853701437e+00,8.832491813657793178e-02,7.400000000000000000e+01
1.359811523202494099e+00,8.438370845656080477e-02,7.650000000000000000e+01
